db	statement_id	enum_file	enum_line	prepare_file	prepare_line	connection	rust_statement	sql_preview	notes
auth_login	LOGIN_SEL_ACCOUNT_INFO_CONTINUED_SESSION	database/Database/Implementation/LoginDatabase.h	41	database/Database/Implementation/LoginDatabase.cpp	38	CONNECTION_ASYNC	SEL_ACCOUNT_INFO_CONTINUED_SESSION	SELECT username, session_key_bnet FROM account WHERE id = ? AND LENGTH(session_key_bnet) = 40	direct_prepare
auth_login	LOGIN_UPD_LOGON	database/Database/Implementation/LoginDatabase.h	42	database/Database/Implementation/LoginDatabase.cpp	39	CONNECTION_ASYNC	UPD_LOGON	UPDATE account SET salt = ?, verifier = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_ID_BY_NAME	database/Database/Implementation/LoginDatabase.h	43	database/Database/Implementation/LoginDatabase.cpp	40	CONNECTION_SYNCH	SEL_ACCOUNT_ID_BY_NAME	SELECT id FROM account WHERE username = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_LIST_BY_NAME	database/Database/Implementation/LoginDatabase.h	44	database/Database/Implementation/LoginDatabase.cpp	41	CONNECTION_SYNCH	SEL_ACCOUNT_LIST_BY_NAME	SELECT id, username FROM account WHERE username = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_INFO_BY_NAME	database/Database/Implementation/LoginDatabase.h	45	database/Database/Implementation/LoginDatabase.cpp	42	CONNECTION_ASYNC	SEL_ACCOUNT_INFO_BY_NAME	SELECT a.id, a.session_key_bnet, ba.last_ip, ba.locked, ba.lock_country, a.expansion, a.mutetime, ba.locale, a.recruiter, a.os, a.timezone_offset, ba.id, aa.SecurityLevel, bab.unbandate > UNIX_TIMESTAMP() OR bab.unbandat...	multiline_sql;direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_LIST_BY_EMAIL	database/Database/Implementation/LoginDatabase.h	46	database/Database/Implementation/LoginDatabase.cpp	48	CONNECTION_SYNCH	SEL_ACCOUNT_LIST_BY_EMAIL	SELECT id, username FROM account WHERE email = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_BY_IP	database/Database/Implementation/LoginDatabase.h	47	database/Database/Implementation/LoginDatabase.cpp	49	CONNECTION_SYNCH	SEL_ACCOUNT_BY_IP	SELECT id, username FROM account WHERE last_ip = ?	direct_prepare
auth_login	LOGIN_INS_IP_BANNED	database/Database/Implementation/LoginDatabase.h	48	database/Database/Implementation/LoginDatabase.cpp	51	CONNECTION_ASYNC	INS_IP_BANNED	INSERT INTO ip_banned (ip, bandate, unbandate, bannedby, banreason) VALUES (?, UNIX_TIMESTAMP(), UNIX_TIMESTAMP()+?, ?, ?)	direct_prepare
auth_login	LOGIN_DEL_IP_NOT_BANNED	database/Database/Implementation/LoginDatabase.h	49	database/Database/Implementation/LoginDatabase.cpp	52	CONNECTION_ASYNC	DEL_IP_NOT_BANNED	DELETE FROM ip_banned WHERE ip = ?	direct_prepare
auth_login	LOGIN_SEL_IP_BANNED_ALL	database/Database/Implementation/LoginDatabase.h	50	database/Database/Implementation/LoginDatabase.cpp	31	CONNECTION_SYNCH	SEL_IP_BANNED_ALL	SELECT ip, bandate, unbandate, bannedby, banreason FROM ip_banned WHERE (bandate = unbandate OR unbandate > UNIX_TIMESTAMP()) ORDER BY unbandate	direct_prepare
auth_login	LOGIN_SEL_IP_BANNED_BY_IP	database/Database/Implementation/LoginDatabase.h	51	database/Database/Implementation/LoginDatabase.cpp	32	CONNECTION_SYNCH	SEL_IP_BANNED_BY_IP	SELECT ip, bandate, unbandate, bannedby, banreason FROM ip_banned WHERE (bandate = unbandate OR unbandate > UNIX_TIMESTAMP()) AND ip LIKE CONCAT('%%', ?, '%%') ORDER BY unbandate	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_BY_ID	database/Database/Implementation/LoginDatabase.h	52	database/Database/Implementation/LoginDatabase.cpp	50	CONNECTION_SYNCH	SEL_ACCOUNT_BY_ID	SELECT 1 FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_INS_ACCOUNT_BANNED	database/Database/Implementation/LoginDatabase.h	53	database/Database/Implementation/LoginDatabase.cpp	53	CONNECTION_ASYNC	INS_ACCOUNT_BANNED	INSERT INTO account_banned (id, bandate, unbandate, bannedby, banreason, active) VALUES (?, UNIX_TIMESTAMP(), UNIX_TIMESTAMP()+?, ?, ?, 1)	direct_prepare
auth_login	LOGIN_UPD_ACCOUNT_NOT_BANNED	database/Database/Implementation/LoginDatabase.h	54	database/Database/Implementation/LoginDatabase.cpp	54	CONNECTION_ASYNC	UPD_ACCOUNT_NOT_BANNED	UPDATE account_banned SET active = 0 WHERE id = ? AND active != 0	direct_prepare
auth_login	LOGIN_DEL_REALM_CHARACTERS	database/Database/Implementation/LoginDatabase.h	55	database/Database/Implementation/LoginDatabase.cpp	55	CONNECTION_ASYNC	DEL_REALM_CHARACTERS	DELETE FROM realmcharacters WHERE acctid = ?	direct_prepare
auth_login	LOGIN_REP_REALM_CHARACTERS	database/Database/Implementation/LoginDatabase.h	56	database/Database/Implementation/LoginDatabase.cpp	56	CONNECTION_ASYNC	REP_REALM_CHARACTERS	REPLACE INTO realmcharacters (numchars, acctid, realmid) VALUES (?, ?, ?)	direct_prepare
auth_login	LOGIN_SEL_SUM_REALM_CHARACTERS	database/Database/Implementation/LoginDatabase.h	57	database/Database/Implementation/LoginDatabase.cpp	57	CONNECTION_ASYNC	SEL_SUM_REALM_CHARACTERS	SELECT SUM(numchars) FROM realmcharacters WHERE acctid = ?	direct_prepare
auth_login	LOGIN_INS_ACCOUNT	database/Database/Implementation/LoginDatabase.h	58	database/Database/Implementation/LoginDatabase.cpp	58	CONNECTION_SYNCH	INS_ACCOUNT	INSERT INTO account(username, salt, verifier, reg_mail, email, joindate, battlenet_account, battlenet_index) VALUES(?, ?, ?, ?, ?, NOW(), ?, ?)	direct_prepare
auth_login	LOGIN_INS_REALM_CHARACTERS_INIT	database/Database/Implementation/LoginDatabase.h	59	database/Database/Implementation/LoginDatabase.cpp	59	CONNECTION_ASYNC	INS_REALM_CHARACTERS_INIT	INSERT INTO realmcharacters (realmid, acctid, numchars) SELECT realmlist.id, account.id, 0 FROM realmlist, account LEFT JOIN realmcharacters ON acctid = account.id WHERE acctid IS NULL	direct_prepare
auth_login	LOGIN_UPD_EXPANSION	database/Database/Implementation/LoginDatabase.h	60	database/Database/Implementation/LoginDatabase.cpp	60	CONNECTION_ASYNC	UPD_EXPANSION	UPDATE account SET expansion = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_ACCOUNT_LOCK	database/Database/Implementation/LoginDatabase.h	61	database/Database/Implementation/LoginDatabase.cpp	61	CONNECTION_ASYNC	UPD_ACCOUNT_LOCK	UPDATE account SET locked = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_ACCOUNT_LOCK_COUNTRY	database/Database/Implementation/LoginDatabase.h	62	database/Database/Implementation/LoginDatabase.cpp	62	CONNECTION_ASYNC	UPD_ACCOUNT_LOCK_COUNTRY	UPDATE account SET lock_country = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_INS_LOG	database/Database/Implementation/LoginDatabase.h	63	database/Database/Implementation/LoginDatabase.cpp	63	CONNECTION_ASYNC	INS_LOG	INSERT INTO logs (time, realm, type, level, string) VALUES (?, ?, ?, ?, ?)	direct_prepare
auth_login	LOGIN_UPD_USERNAME	database/Database/Implementation/LoginDatabase.h	64	database/Database/Implementation/LoginDatabase.cpp	64	CONNECTION_ASYNC	UPD_USERNAME	UPDATE account SET username = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_EMAIL	database/Database/Implementation/LoginDatabase.h	65	database/Database/Implementation/LoginDatabase.cpp	65	CONNECTION_ASYNC	UPD_EMAIL	UPDATE account SET email = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_REG_EMAIL	database/Database/Implementation/LoginDatabase.h	66	database/Database/Implementation/LoginDatabase.cpp	66	CONNECTION_ASYNC	UPD_REG_EMAIL	UPDATE account SET reg_mail = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_MUTE_TIME	database/Database/Implementation/LoginDatabase.h	67	database/Database/Implementation/LoginDatabase.cpp	67	CONNECTION_ASYNC	UPD_MUTE_TIME	UPDATE account SET mutetime = ? , mutereason = ? , muteby = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_MUTE_TIME_LOGIN	database/Database/Implementation/LoginDatabase.h	68	database/Database/Implementation/LoginDatabase.cpp	68	CONNECTION_ASYNC	UPD_MUTE_TIME_LOGIN	UPDATE account SET mutetime = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_LAST_IP	database/Database/Implementation/LoginDatabase.h	69	database/Database/Implementation/LoginDatabase.cpp	69	CONNECTION_ASYNC	UPD_LAST_IP	UPDATE account SET last_ip = ? WHERE username = ?	direct_prepare
auth_login	LOGIN_UPD_LAST_ATTEMPT_IP	database/Database/Implementation/LoginDatabase.h	70	database/Database/Implementation/LoginDatabase.cpp	70	CONNECTION_ASYNC	UPD_LAST_ATTEMPT_IP	UPDATE account SET last_attempt_ip = ? WHERE username = ?	direct_prepare
auth_login	LOGIN_UPD_ACCOUNT_ONLINE	database/Database/Implementation/LoginDatabase.h	71	database/Database/Implementation/LoginDatabase.cpp	71	CONNECTION_ASYNC	UPD_ACCOUNT_ONLINE	UPDATE account SET online = 1 WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_UPTIME_PLAYERS	database/Database/Implementation/LoginDatabase.h	72	database/Database/Implementation/LoginDatabase.cpp	72	CONNECTION_ASYNC	UPD_UPTIME_PLAYERS	UPDATE uptime SET uptime = ?, maxplayers = ? WHERE realmid = ? AND starttime = ?	direct_prepare
auth_login	LOGIN_DEL_OLD_LOGS	database/Database/Implementation/LoginDatabase.h	73	database/Database/Implementation/LoginDatabase.cpp	73	CONNECTION_ASYNC	DEL_OLD_LOGS	DELETE FROM logs WHERE (time + ?) < ? AND realm = ?	direct_prepare
auth_login	LOGIN_DEL_ACCOUNT_ACCESS	database/Database/Implementation/LoginDatabase.h	74	database/Database/Implementation/LoginDatabase.cpp	74	CONNECTION_ASYNC	DEL_ACCOUNT_ACCESS	DELETE FROM account_access WHERE AccountID = ?	direct_prepare
auth_login	LOGIN_DEL_ACCOUNT_ACCESS_BY_REALM	database/Database/Implementation/LoginDatabase.h	75	database/Database/Implementation/LoginDatabase.cpp	75	CONNECTION_ASYNC	DEL_ACCOUNT_ACCESS_BY_REALM	DELETE FROM account_access WHERE AccountID = ? AND (RealmID = ? OR RealmID = -1)	direct_prepare
auth_login	LOGIN_INS_ACCOUNT_ACCESS	database/Database/Implementation/LoginDatabase.h	76	database/Database/Implementation/LoginDatabase.cpp	76	CONNECTION_ASYNC	INS_ACCOUNT_ACCESS	INSERT INTO account_access (AccountID, SecurityLevel, RealmID) VALUES (?, ?, ?)	direct_prepare
auth_login	LOGIN_GET_ACCOUNT_ID_BY_USERNAME	database/Database/Implementation/LoginDatabase.h	77	database/Database/Implementation/LoginDatabase.cpp	77	CONNECTION_SYNCH	GET_ACCOUNT_ID_BY_USERNAME	SELECT id FROM account WHERE username = ?	direct_prepare
auth_login	LOGIN_GET_GMLEVEL_BY_REALMID	database/Database/Implementation/LoginDatabase.h	78	database/Database/Implementation/LoginDatabase.cpp	78	CONNECTION_BOTH	GET_GMLEVEL_BY_REALMID	SELECT SecurityLevel FROM account_access WHERE AccountID = ? AND (RealmID = ? OR RealmID = -1) ORDER BY RealmID DESC	direct_prepare
auth_login	LOGIN_GET_USERNAME_BY_ID	database/Database/Implementation/LoginDatabase.h	79	database/Database/Implementation/LoginDatabase.cpp	79	CONNECTION_SYNCH	GET_USERNAME_BY_ID	SELECT username FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_CHECK_PASSWORD	database/Database/Implementation/LoginDatabase.h	80	database/Database/Implementation/LoginDatabase.cpp	80	CONNECTION_SYNCH	SEL_CHECK_PASSWORD	SELECT salt, verifier FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_CHECK_PASSWORD_BY_NAME	database/Database/Implementation/LoginDatabase.h	81	database/Database/Implementation/LoginDatabase.cpp	81	CONNECTION_SYNCH	SEL_CHECK_PASSWORD_BY_NAME	SELECT salt, verifier FROM account WHERE username = ?	direct_prepare
auth_login	LOGIN_SEL_PINFO	database/Database/Implementation/LoginDatabase.h	82	database/Database/Implementation/LoginDatabase.cpp	82	CONNECTION_SYNCH	SEL_PINFO	SELECT a.username, aa.SecurityLevel, a.email, a.reg_mail, a.last_ip, DATE_FORMAT(a.last_login, '%Y-%m-%d %T'), a.mutetime, a.mutereason, a.muteby, a.failed_logins, a.locked, a.OS FROM account a LEFT JOIN account_access a...	direct_prepare
auth_login	LOGIN_SEL_PINFO_BANS	database/Database/Implementation/LoginDatabase.h	83	database/Database/Implementation/LoginDatabase.cpp	83	CONNECTION_SYNCH	SEL_PINFO_BANS	SELECT unbandate, bandate = unbandate, bannedby, banreason FROM account_banned WHERE id = ? AND active ORDER BY bandate ASC LIMIT 1	direct_prepare
auth_login	LOGIN_SEL_GM_ACCOUNTS	database/Database/Implementation/LoginDatabase.h	84	database/Database/Implementation/LoginDatabase.cpp	84	CONNECTION_SYNCH	SEL_GM_ACCOUNTS	SELECT a.username, aa.SecurityLevel FROM account a, account_access aa WHERE a.id = aa.AccountID AND aa.SecurityLevel >= ? AND (aa.RealmID = -1 OR aa.RealmID = ?)	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_INFO	database/Database/Implementation/LoginDatabase.h	85	database/Database/Implementation/LoginDatabase.cpp	85	CONNECTION_SYNCH	SEL_ACCOUNT_INFO	SELECT a.username, a.last_ip, aa.SecurityLevel, a.expansion FROM account a LEFT JOIN account_access aa ON a.id = aa.AccountID WHERE a.id = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_ACCESS_SECLEVEL_TEST	database/Database/Implementation/LoginDatabase.h	86	database/Database/Implementation/LoginDatabase.cpp	86	CONNECTION_SYNCH	SEL_ACCOUNT_ACCESS_SECLEVEL_TEST	SELECT 1 FROM account_access WHERE AccountID = ? AND SecurityLevel > ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_ACCESS	database/Database/Implementation/LoginDatabase.h	87	database/Database/Implementation/LoginDatabase.cpp	87	CONNECTION_SYNCH	SEL_ACCOUNT_ACCESS	SELECT a.id, aa.SecurityLevel, aa.RealmID FROM account a LEFT JOIN account_access aa ON a.id = aa.AccountID WHERE a.username = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_WHOIS	database/Database/Implementation/LoginDatabase.h	88	database/Database/Implementation/LoginDatabase.cpp	88	CONNECTION_SYNCH	SEL_ACCOUNT_WHOIS	SELECT username, email, last_ip FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_REALMLIST_SECURITY_LEVEL	database/Database/Implementation/LoginDatabase.h	89	database/Database/Implementation/LoginDatabase.cpp	91	CONNECTION_SYNCH	SEL_REALMLIST_SECURITY_LEVEL	SELECT allowedSecurityLevel from realmlist WHERE id = ?	direct_prepare
auth_login	LOGIN_DEL_ACCOUNT	database/Database/Implementation/LoginDatabase.h	90	database/Database/Implementation/LoginDatabase.cpp	92	CONNECTION_ASYNC	DEL_ACCOUNT	DELETE FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_AUTOBROADCAST	database/Database/Implementation/LoginDatabase.h	91	database/Database/Implementation/LoginDatabase.cpp	93	CONNECTION_SYNCH	SEL_AUTOBROADCAST	SELECT id, weight, text FROM autobroadcast WHERE realmid = ? OR realmid = -1	direct_prepare
auth_login	LOGIN_SEL_LAST_ATTEMPT_IP	database/Database/Implementation/LoginDatabase.h	92	database/Database/Implementation/LoginDatabase.cpp	89	CONNECTION_SYNCH	SEL_LAST_ATTEMPT_IP	SELECT last_attempt_ip FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_LAST_IP	database/Database/Implementation/LoginDatabase.h	93	database/Database/Implementation/LoginDatabase.cpp	90	CONNECTION_SYNCH	SEL_LAST_IP	SELECT last_ip FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_GET_EMAIL_BY_ID	database/Database/Implementation/LoginDatabase.h	94	database/Database/Implementation/LoginDatabase.cpp	94	CONNECTION_SYNCH	GET_EMAIL_BY_ID	SELECT email FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_INS_ALDL_IP_LOGGING	database/Database/Implementation/LoginDatabase.h	95	database/Database/Implementation/LoginDatabase.cpp	96	CONNECTION_ASYNC	INS_ALDL_IP_LOGGING	INSERT INTO logs_ip_actions (account_id, character_guid, realm_id, type, ip, systemnote, unixtime, time) VALUES (?, ?, ?, ?, (SELECT last_ip FROM account WHERE id = ?), ?, unix_timestamp(NOW()), NOW())	direct_prepare
auth_login	LOGIN_INS_FACL_IP_LOGGING	database/Database/Implementation/LoginDatabase.h	96	database/Database/Implementation/LoginDatabase.cpp	98	CONNECTION_ASYNC	INS_FACL_IP_LOGGING	INSERT INTO logs_ip_actions (account_id, character_guid, realm_id, type, ip, systemnote, unixtime, time) VALUES (?, ?, ?, ?, (SELECT last_attempt_ip FROM account WHERE id = ?), ?, unix_timestamp(NOW()), NOW())	direct_prepare
auth_login	LOGIN_INS_CHAR_IP_LOGGING	database/Database/Implementation/LoginDatabase.h	97	database/Database/Implementation/LoginDatabase.cpp	100	CONNECTION_ASYNC	INS_CHAR_IP_LOGGING	INSERT INTO logs_ip_actions (account_id, character_guid, realm_id, type, ip, systemnote, unixtime, time) VALUES (?, ?, ?, ?, ?, ?, unix_timestamp(NOW()), NOW())	direct_prepare
auth_login	LOGIN_INS_FALP_IP_LOGGING	database/Database/Implementation/LoginDatabase.h	98	database/Database/Implementation/LoginDatabase.cpp	102	CONNECTION_ASYNC	INS_FALP_IP_LOGGING	INSERT INTO logs_ip_actions (account_id, character_guid, realm_id, type, ip, systemnote, unixtime, time) VALUES (?, 0, 0, 1, ?, ?, unix_timestamp(NOW()), NOW())	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_ACCESS_BY_ID	database/Database/Implementation/LoginDatabase.h	100	database/Database/Implementation/LoginDatabase.cpp	103	CONNECTION_SYNCH	SEL_ACCOUNT_ACCESS_BY_ID	SELECT SecurityLevel, RealmID FROM account_access WHERE AccountID = ? and (RealmID = ? OR RealmID = -1) ORDER BY SecurityLevel desc	direct_prepare
auth_login	LOGIN_SEL_RBAC_ACCOUNT_PERMISSIONS	database/Database/Implementation/LoginDatabase.h	101	database/Database/Implementation/LoginDatabase.cpp	105	CONNECTION_BOTH	SEL_RBAC_ACCOUNT_PERMISSIONS	SELECT permissionId, granted FROM rbac_account_permissions WHERE accountId = ? AND (realmId = ? OR realmId = -1) ORDER BY permissionId, realmId	direct_prepare
auth_login	LOGIN_INS_RBAC_ACCOUNT_PERMISSION	database/Database/Implementation/LoginDatabase.h	102	database/Database/Implementation/LoginDatabase.cpp	106	CONNECTION_ASYNC	INS_RBAC_ACCOUNT_PERMISSION	INSERT INTO rbac_account_permissions (accountId, permissionId, granted, realmId) VALUES (?, ?, ?, ?) ON DUPLICATE KEY UPDATE granted = VALUES(granted)	direct_prepare
auth_login	LOGIN_DEL_RBAC_ACCOUNT_PERMISSION	database/Database/Implementation/LoginDatabase.h	103	database/Database/Implementation/LoginDatabase.cpp	107	CONNECTION_ASYNC	DEL_RBAC_ACCOUNT_PERMISSION	DELETE FROM rbac_account_permissions WHERE accountId = ? AND permissionId = ? AND (realmId = ? OR realmId = -1)	direct_prepare
auth_login	LOGIN_INS_ACCOUNT_MUTE	database/Database/Implementation/LoginDatabase.h	105	database/Database/Implementation/LoginDatabase.cpp	109	CONNECTION_ASYNC	INS_ACCOUNT_MUTE	INSERT INTO account_muted VALUES (?, UNIX_TIMESTAMP(), ?, ?, ?)	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_MUTE_INFO	database/Database/Implementation/LoginDatabase.h	106	database/Database/Implementation/LoginDatabase.cpp	110	CONNECTION_SYNCH	SEL_ACCOUNT_MUTE_INFO	SELECT mutedate, mutetime, mutereason, mutedby FROM account_muted WHERE guid = ? ORDER BY mutedate ASC	direct_prepare
auth_login	LOGIN_DEL_ACCOUNT_MUTED	database/Database/Implementation/LoginDatabase.h	107	database/Database/Implementation/LoginDatabase.cpp	111	CONNECTION_ASYNC	DEL_ACCOUNT_MUTED	DELETE FROM account_muted WHERE guid = ?	direct_prepare
auth_login	LOGIN_SEL_SECRET_DIGEST	database/Database/Implementation/LoginDatabase.h	109	database/Database/Implementation/LoginDatabase.cpp	113	CONNECTION_SYNCH	SEL_SECRET_DIGEST	SELECT digest FROM secret_digest WHERE id = ?	direct_prepare
auth_login	LOGIN_INS_SECRET_DIGEST	database/Database/Implementation/LoginDatabase.h	110	database/Database/Implementation/LoginDatabase.cpp	114	CONNECTION_ASYNC	INS_SECRET_DIGEST	INSERT INTO secret_digest (id, digest) VALUES (?,?)	direct_prepare
auth_login	LOGIN_DEL_SECRET_DIGEST	database/Database/Implementation/LoginDatabase.h	111	database/Database/Implementation/LoginDatabase.cpp	115	CONNECTION_ASYNC	DEL_SECRET_DIGEST	DELETE FROM secret_digest WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_ACCOUNT_TOTP_SECRET	database/Database/Implementation/LoginDatabase.h	113	database/Database/Implementation/LoginDatabase.cpp	117	CONNECTION_SYNCH	SEL_ACCOUNT_TOTP_SECRET	SELECT totp_secret FROM account WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_ACCOUNT_TOTP_SECRET	database/Database/Implementation/LoginDatabase.h	114	database/Database/Implementation/LoginDatabase.cpp	118	CONNECTION_ASYNC	UPD_ACCOUNT_TOTP_SECRET	UPDATE account SET totp_secret = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_BNET_AUTHENTICATION	database/Database/Implementation/LoginDatabase.h	116	database/Database/Implementation/LoginDatabase.cpp	123	CONNECTION_ASYNC	SEL_BNET_AUTHENTICATION	SELECT ba.id, ba.srp_version, COALESCE(ba.salt, 0x0000000000000000000000000000000000000000000000000000000000000000), ba.verifier, ba.failed_logins, ba.LoginTicket, ba.LoginTicketExpiry, bab.unbandate > UNIX_TIMESTAMP() O...	direct_prepare
auth_login	LOGIN_UPD_BNET_AUTHENTICATION	database/Database/Implementation/LoginDatabase.h	117	database/Database/Implementation/LoginDatabase.cpp	124	CONNECTION_ASYNC	UPD_BNET_AUTHENTICATION	UPDATE battlenet_accounts SET LoginTicket = ?, LoginTicketExpiry = ? WHERE id = ?	direct_prepare
auth_login	LOGIN_SEL_BNET_EXISTING_AUTHENTICATION	database/Database/Implementation/LoginDatabase.h	118	database/Database/Implementation/LoginDatabase.cpp	125	CONNECTION_ASYNC	SEL_BNET_EXISTING_AUTHENTICATION	SELECT LoginTicketExpiry FROM battlenet_accounts WHERE LoginTicket = ?	direct_prepare
auth_login	LOGIN_SEL_BNET_EXISTING_AUTHENTICATION_BY_ID	database/Database/Implementation/LoginDatabase.h	119	database/Database/Implementation/LoginDatabase.cpp	126	CONNECTION_ASYNC	SEL_BNET_EXISTING_AUTHENTICATION_BY_ID	SELECT LoginTicket FROM battlenet_accounts WHERE id = ?	direct_prepare
auth_login	LOGIN_UPD_BNET_EXISTING_AUTHENTICATION	database/Database/Implementation/LoginDatabase.h	120	database/Database/Implementation/LoginDatabase.cpp	127	CONNECTION_ASYNC	UPD_BNET_EXISTING_AUTHENTICATION	UPDATE battlenet_accounts SET LoginTicketExpiry = ? WHERE LoginTicket = ?	direct_prepare
auth_login	LOGIN_SEL_BNET_ACCOUNT_INFO	database/Database/Implementation/LoginDatabase.h	121	database/Database/Implementation/LoginDatabase.cpp	128	CONNECTION_ASYNC	SEL_BNET_ACCOUNT_INFO	SELECT , FROM battlenet_accounts ba LEFT JOIN battlenet_account_bans bab ON ba.id = bab.id LEFT JOIN account a ON ba.id = a.battlenet_account LEFT JOIN account_banned ab ON a.id = ab.id AND ab.active = 1 LEFT JOIN accoun...	uses_cpp_macro;multiline_sql;direct_prepare
